timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
795672390,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
796180073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
796687175,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
797198401,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
797708095,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
798215319,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
798721073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
799228083,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
799735072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
800245073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
800755125,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
801262204,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
801771071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
802278074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
802785261,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
803291713,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
803802149,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
804303198,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
804811305,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
805318214,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
805824477,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
806330224,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
806836272,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
807345976,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
807852085,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
808358132,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
808866114,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
809373136,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
809880070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
810389072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
810896076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
811407071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
811915225,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
812422073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
812928072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
813435104,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
813941071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
814450161,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
814957214,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
815465110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
815971074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
816478323,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
816985245,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
817491231,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
817999200,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
818509107,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
819016164,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
819523232,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
820030111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
820536236,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
821044183,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
821551595,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
822062093,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
822568139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
823076457,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
823583227,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
824090335,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
824596826,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
825103088,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
825611362,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
826118072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
826625590,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
827132166,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
827639191,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
828149095,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
828649554,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
829160604,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
829669256,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
830177074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
830687103,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
831196072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
831702203,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
832211071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
832720166,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
833227074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
833734306,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
834241108,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
834748938,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
835254208,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
835763071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
836273071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
836780129,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
837288092,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
837794289,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
838301072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
838808070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
839318074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
839827042,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
840335104,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
840842072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
841350195,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
841856225,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
842362075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
842872073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
843372204,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
843879132,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
844387173,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
844893071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
845400137,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
845910073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
846410104,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
846918071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
847426110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
847934719,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
848441171,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
848948624,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
849455144,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
849965189,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
850466073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
850972311,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
851478119,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
851985124,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
852491427,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
852998098,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
853508111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
854008190,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
854514553,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
855021137,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
855472168,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
855979072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
856487450,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
856997071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
857504173,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
858013170,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
858521188,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
859027139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
859533075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
860043094,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
860488312,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
860989182,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
